PLAYER_ID,PLAYER_NAME,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,NBA_FANTASY_PTS,SEASON
2544,LeBron James,2022-10-23T00:00:00,LAL vs. POR,37.71666666666667,31,8,8,2,2,4,0.545,0.222,0.714,2,60.6,2022-23
2544,LeBron James,2022-10-20T00:00:00,LAL vs. LAC,36.666666666666664,20,10,6,1,2,2,0.412,0.25,0.667,-1,48.0,2022-23
2544,LeBron James,2022-10-18T00:00:00,LAL @ GSW,35.2,31,15,8,0,0,5,0.462,0.3,1.0,-10,56.0,2022-23
2544,LeBron James,2024-04-14T00:00:00,LAL @ NOP,37.68333333333333,28,11,17,5,1,4,0.55,0.0,1.0,19,80.7,2023-24
2544,LeBron James,2024-04-12T00:00:00,LAL @ MEM,40.86666666666667,37,9,5,2,0,8,0.65,0.429,0.727,-5,53.3,2023-24
2544,LeBron James,2024-04-09T00:00:00,LAL vs. GSW,35.53333333333333,33,7,11,2,0,4,0.636,0.333,0.8,-6,59.9,2023-24
2544,LeBron James,2024-04-06T00:00:00,LAL vs. CLE,35.9,24,5,12,1,1,5,0.556,0.2,0.6,10,49.0,2023-24
2544,LeBron James,2024-04-03T00:00:00,LAL @ WAS,36.196666666666665,25,7,9,3,0,4,0.5,0.0,0.778,9,51.9,2023-24
2544,LeBron James,2024-04-02T00:00:00,LAL @ TOR,28.783333333333335,23,4,9,0,0,1,0.833,1.0,0.4,13,40.3,2023-24
2544,LeBron James,2024-03-31T00:00:00,LAL @ BKN,37.2,40,7,5,0,0,4,0.765,0.9,0.833,22,51.9,2023-24
2544,LeBron James,2024-03-29T00:00:00,LAL @ IND,34.68333333333333,16,10,8,0,0,5,0.5,0.0,1.0,-13,35.0,2023-24
2544,LeBron James,2024-03-27T00:00:00,LAL @ MEM,34.75,23,14,12,1,0,4,0.571,0.0,0.636,33,56.8,2023-24
2544,LeBron James,2024-03-24T00:00:00,LAL vs. IND,38.13333333333333,26,5,10,1,1,3,0.421,0.5,1.0,12,50.0,2023-24
2544,LeBron James,2024-03-22T00:00:00,LAL vs. PHI,37.86666666666667,20,8,6,0,1,8,0.467,0.333,0.714,7,33.6,2023-24
